age,hour,day_of_week,amount,distance_from_home,transactions_per_user,avg_transaction_amount,time_since_last_tx,tx_velocity_1h,category_entertainment,category_gas,category_grocery,category_online_retail,category_services,category_travel,device_mobile,device_pos,device_web,amount_category_Critical,amount_category_High,amount_category_Low,amount_category_Medium
-0.6294861555249344,0.9749101456086238,-1.5841529344145895,-0.274407997535128,1.0194440334250527,-1.044109477259058,-1.2002450240884242,-0.9352363405787972,4.7662396636317155,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.10186097277993685,0.2463594258771857,-1.0759365138030383,-0.1096217942588552,-0.4921396555240479,0.20521966309711778,0.3519748023649645,-0.8180322278295145,-0.20118051732890513,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.7174236859824339,-0.04506086201538951,1.4651455892547178,-0.7099028409335607,-0.6257251682770458,-1.4605525240444501,-1.4372855719284612,0.8408995825552722,-0.20118051732890513,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.7174236859824339,1.1206202895549113,0.44871274803161537,1.1527149111136532,-0.5788112084411716,1.4545488034532936,-0.4557960627700652,0.9292862884485434,-0.20118051732890513,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.5689521059125553,1.7034608653400618,1.4651455892547178,-0.517948745458648,-0.429322658455674,-1.356441762348102,-1.1760827186846947,-0.7124921336095166,-0.20118051732890513,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.4810145754550557,-1.5021623014782657,-1.0759365138030383,-0.3261563636277751,-0.6026657642899212,-0.3153341453846222,-0.25333260714571015,-0.10592747847553749,-0.20118051732890513,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.07401408813506231,0.1006492819308981,0.9569291686431666,-0.13290855900054632,-0.42216629170104913,-0.10711262199192619,-0.755741922954295,2.96879774870409,-0.20118051732890513,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.217201984082557,0.9749101456086238,-0.059503672579935836,-0.6133597954419661,1.6563606745866677,0.3093304247934658,0.17825615834159805,-0.38159520648283396,-0.20118051732890513,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.6016392708800598,0.2463594258771857,1.4651455892547178,-0.44210504640411236,-0.5915336382271713,-1.356441762348102,-1.0423568560192256,-0.4657203340027984,-0.20118051732890513,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.6847365210149294,0.39206956982347335,-1.5841529344145895,-0.591043312564512,-0.13114071034630378,0.10110890140076981,3.076066440899239,-0.6140689466561631,-0.20118051732890513,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
